,Name,Model Idx,Epoch,KL,Rho,A-norm,B-norm,MC,DeltaPhi,MSE,NRMSE
37,Bimodal,1,10,0.014748619869351387,0.8416326642036438,12.023320198059082,6.2166361808776855,8.671503067016602,0.9768344097322428,2.45745544165867e-07,0.07222309893771005
38,Soft Trimodal,2,10,0.024599257856607437,0.841634213924408,12.023327827453613,3.2188503742218018,11.701248168945312,0.18946656943020743,2.45745544165867e-07,0.07222309893771005
39,Edgy Trimodal,3,10,0.010070188902318478,0.8416321277618408,12.023323059082031,4.9568586349487305,8.72413444519043,0.6120464568079491,2.45745544165867e-07,0.07222309893771005
40,Gaussian,0,11,0.04040117189288139,0.8542605638504028,12.203696250915527,7.6730780601501465,14.274795532226562,0.09502787529788391,2.45745544165867e-07,0.07222309893771005
41,Bimodal,1,11,0.01465548761188984,0.8542566895484924,12.20368480682373,6.331442832946777,8.655243873596191,0.9795727659608474,2.45745544165867e-07,0.07222309893771005
42,Soft Trimodal,2,11,0.024764860048890114,0.8542588949203491,12.203692436218262,3.3435821533203125,11.70665168762207,0.19905817536017753,2.45745544165867e-07,0.07222309893771005
43,Edgy Trimodal,3,11,0.010114576667547226,0.8542571663856506,12.203686714172363,5.022331237792969,8.716176986694336,0.6166660407195116,2.45745544165867e-07,0.07222309893771005
44,Gaussian,0,12,0.04134345054626465,0.866883397102356,12.38405990600586,7.716936111450195,14.236489295959473,0.09523338368729309,2.45745544165867e-07,0.07222309893771005
45,Bimodal,1,12,0.014596369117498398,0.8668832778930664,12.384047508239746,6.434999942779541,8.617114067077637,0.9813531454063056,2.45745544165867e-07,0.07222309893771005
46,Soft Trimodal,2,12,0.024957818910479546,0.8668830394744873,12.384054183959961,3.458374500274658,11.701288223266602,0.20927554603842474,2.45745544165867e-07,0.07222309893771005
47,Edgy Trimodal,3,12,0.010165915824472904,0.8668822646141052,12.384049415588379,5.082367897033691,8.701160430908203,0.6214660190656338,2.45745544165867e-07,0.07222309893771005
48,Gaussian,0,13,0.04243218153715134,0.8795123100280762,12.564423561096191,7.745072364807129,14.205145835876465,0.0959756777750024,2.45745544165867e-07,0.07222309893771005
49,Bimodal,1,13,0.014561579562723637,0.8795097470283508,12.564410209655762,6.5299458503723145,8.59620475769043,0.9823242670269946,2.45745544165867e-07,0.07222309893771005
50,Soft Trimodal,2,13,0.02517227828502655,0.8795098066329956,12.56441879272461,3.5641002655029297,11.689554214477539,0.220161286025705,2.45745544165867e-07,0.07222309893771005
51,Edgy Trimodal,3,13,0.010222822427749634,0.879511296749115,12.564413070678711,5.138545513153076,8.691583633422852,0.6264165422069563,2.45745544165867e-07,0.07222309893771005
52,Gaussian,0,14,0.04362741857767105,0.8919932246208191,12.74274730682373,7.763040065765381,14.18692398071289,0.09704743482321161,2.45745544165867e-07,0.07222309893771005
53,Bimodal,1,14,0.014543158933520317,0.8919897675514221,12.742730140686035,6.618225574493408,8.56737995147705,0.9825665126651231,2.45745544165867e-07,0.07222309893771005
54,Soft Trimodal,2,14,0.025400526821613312,0.8919938802719116,12.7427396774292,3.661522388458252,11.67574405670166,0.23165723407283306,2.45745544165867e-07,0.07222309893771005
55,Edgy Trimodal,3,14,0.010283447802066803,0.8919916152954102,12.7427339553833,5.191925048828125,8.68210506439209,0.6315295333463805,2.45745544165867e-07,0.07222309893771005
56,Gaussian,0,15,0.044869787991046906,0.9038755297660828,12.912501335144043,7.774322032928467,14.185818672180176,0.09827682952093907,2.45745544165867e-07,0.07222309893771005
57,Bimodal,1,15,0.014533180743455887,0.9038730263710022,12.912485122680664,6.701018333435059,8.545238494873047,0.9820638851744409,2.45745544165867e-07,0.07222309893771005
58,Soft Trimodal,2,15,0.02562890574336052,0.9038751125335693,12.912493705749512,3.751127004623413,11.661076545715332,0.2433849278516299,2.45745544165867e-07,0.07222309893771005
59,Edgy Trimodal,3,15,0.010344172827899456,0.9038751721382141,12.912487030029297,5.242694854736328,8.668035507202148,0.6367609951566321,2.45745544165867e-07,0.07222309893771005
