,Name,Model Idx,Epoch,KL,Rho,A-norm,B-norm,MC,DeltaPhi,MSE,NRMSE
51,Edgy Trimodal,3,13,0,0.8795081973075867,12.564416885375977,4.884751319885254,10.192824363708496,0.10168869610814829,3.7357230861342056e-07,0.08904727447355747
52,Gaussian,0,14,0,0.8919908404350281,12.742752075195312,9.063888549804688,14.569172859191895,0.11881701989054543,3.7357230861342056e-07,0.08904727447355747
53,Bimodal,1,14,0,0.8919888138771057,12.742734909057617,6.136702537536621,8.931794166564941,0.1966499795315964,3.7357230861342056e-07,0.08904727447355747
54,Soft Trimodal,2,14,0,0.8919916152954102,12.742741584777832,4.128371715545654,12.01604175567627,0.3240154656140901,3.7357230861342056e-07,0.08904727447355747
55,Edgy Trimodal,3,14,0,0.8919891119003296,12.742735862731934,4.970087051391602,10.218510627746582,0.10590514409617277,3.7357230861342056e-07,0.08904727447355747
56,Gaussian,0,15,0,0.9038726091384888,12.912505149841309,9.078968048095703,14.536849975585938,0.12473381348903656,3.7357230861342056e-07,0.08904727447355747
57,Bimodal,1,15,0,0.9038697481155396,12.912487983703613,6.234410285949707,8.945449829101562,0.20652130078505304,3.7357230861342056e-07,0.08904727447355747
58,Soft Trimodal,2,15,0,0.9038731455802917,12.912494659423828,4.234276294708252,12.060541152954102,0.3405178274911749,3.7357230861342056e-07,0.08904727447355747
59,Edgy Trimodal,3,15,0,0.9038717150688171,12.912489891052246,5.049323558807373,10.225574493408203,0.11017758898378893,3.7357230861342056e-07,0.08904727447355747
0,Gaussian,0,1,0.1633273959159851,0.7155963182449341,10.222803115844727,1.61875319480896,11.06609058380127,0.045768467305203696,1.7946445472681857e-07,0.0617195164709991
1,Bimodal,1,1,0.03627943620085716,0.7155963182449341,10.222803115844727,2.4887068271636963,9.582865715026855,0.046659854768874166,1.7946445472681857e-07,0.0617195164709991
2,Soft Trimodal,2,1,0.03566994145512581,0.7155963182449341,10.222803115844727,0.8223798274993896,10.708821296691895,0.04593029161734906,1.7946445472681857e-07,0.0617195164709991
3,Edgy Trimodal,3,1,0.019190369173884392,0.7155963182449341,10.222803115844727,2.6231203079223633,9.794801712036133,0.05211388560398287,1.7946445472681857e-07,0.0617195164709991
4,Gaussian,0,2,0.13596412539482117,0.7304717898368835,10.435344696044922,3.0143139362335205,11.412069320678711,0.04692210340717586,1.7946445472681857e-07,0.0617195164709991
5,Bimodal,1,2,0.024471718817949295,0.7304726243019104,10.435336112976074,3.6759955883026123,9.69059944152832,0.04581674538668297,1.7946445472681857e-07,0.0617195164709991
6,Soft Trimodal,2,2,0.031817398965358734,0.7304743528366089,10.435340881347656,1.3831853866577148,10.870845794677734,0.04583273469285323,1.7946445472681857e-07,0.0617195164709991
7,Edgy Trimodal,3,2,0.014682603999972343,0.7304738163948059,10.43533706665039,3.5759899616241455,9.626920700073242,0.051911858414403635,1.7946445472681857e-07,0.0617195164709991
8,Gaussian,0,3,0.11432348191738129,0.745326578617096,10.647536277770996,4.184670925140381,11.796509742736816,0.048570863745759016,1.7946445472681857e-07,0.0617195164709991
9,Bimodal,1,3,0.02003619261085987,0.7453259825706482,10.647528648376465,4.376860618591309,9.357135772705078,0.04562021679377356,1.7946445472681857e-07,0.0617195164709991
10,Soft Trimodal,2,3,0.030236724764108658,0.7453283071517944,10.64753246307373,1.7868034839630127,10.943610191345215,0.04602120786100364,1.7946445472681857e-07,0.0617195164709991
11,Edgy Trimodal,3,3,0.013159644789993763,0.7453269958496094,10.647528648376465,4.10887336730957,9.53740406036377,0.05154030235692107,1.7946445472681857e-07,0.0617195164709991
12,Gaussian,0,4,0.09577565640211105,0.7598131895065308,10.854479789733887,5.183014869689941,12.246455192565918,0.050461050955552554,1.7946445472681857e-07,0.0617195164709991
13,Bimodal,1,4,0.01790349744260311,0.7598113417625427,10.854467391967773,4.847906589508057,9.308114051818848,0.045640386330274466,1.7946445472681857e-07,0.0617195164709991
14,Soft Trimodal,2,4,0.02955649048089981,0.7598115801811218,10.854474067687988,2.1012277603149414,10.970510482788086,0.04630710932888484,1.7946445472681857e-07,0.0617195164709991
15,Edgy Trimodal,3,4,0.012516320683062077,0.7598124742507935,10.85446834564209,4.462370872497559,9.5087890625,0.051388965534124476,1.7946445472681857e-07,0.0617195164709991
16,Gaussian,0,5,0.0791458711028099,0.7739234566688538,11.056062698364258,6.043243885040283,12.678128242492676,0.05211399489444334,1.7946445472681857e-07,0.0617195164709991
17,Bimodal,1,5,0.01672532595694065,0.7739221453666687,11.056049346923828,5.191478252410889,9.257279396057129,0.04573997986918089,1.7946445472681857e-07,0.0617195164709991
18,Soft Trimodal,2,5,0.029267534613609314,0.7739241123199463,11.05605697631836,2.3659145832061768,10.962087631225586,0.046635369623510885,1.7946445472681857e-07,0.0617195164709991
19,Edgy Trimodal,3,5,0.012232145294547081,0.7739245891571045,11.056051254272461,4.720902919769287,9.48289680480957,0.051427786494160514,1.7946445472681857e-07,0.0617195164709991
20,Gaussian,0,6,0.06496118754148483,0.7880334854125977,11.257644653320312,6.775880336761475,13.114404678344727,0.05318216971266761,1.7946445472681857e-07,0.0617195164709991
21,Bimodal,1,6,0.016023531556129456,0.788033664226532,11.257633209228516,5.457090377807617,9.266162872314453,0.04587206173669168,1.7946445472681857e-07,0.0617195164709991
22,Soft Trimodal,2,6,0.029183806851506233,0.78803551197052,11.25763988494873,2.602306365966797,10.952259063720703,0.04699787871833707,1.7946445472681857e-07,0.0617195164709991
23,Edgy Trimodal,3,6,0.01212852168828249,0.7880354523658752,11.257633209228516,4.9232964515686035,9.432600021362305,0.05159813281495305,1.7946445472681857e-07,0.0617195164709991
24,Gaussian,0,7,0.054518185555934906,0.8016899228096008,11.452743530273438,7.37936544418335,13.426399230957031,0.05374061987462758,1.7946445472681857e-07,0.0617195164709991
25,Bimodal,1,7,0.015583325177431107,0.8016902804374695,11.452728271484375,5.671606540679932,9.297497749328613,0.046013579116477715,1.7946445472681857e-07,0.0617195164709991
26,Soft Trimodal,2,7,0.02920948900282383,0.8016906380653381,11.452737808227539,2.8213229179382324,10.965126991271973,0.047385568214195935,1.7946445472681857e-07,0.0617195164709991
27,Edgy Trimodal,3,7,0.012118768878281116,0.8016902208328247,11.452730178833008,5.08975887298584,9.41965389251709,0.051833532455645336,1.7946445472681857e-07,0.0617195164709991
28,Gaussian,0,8,0.04805377870798111,0.8150596022605896,11.643716812133789,7.839818954467773,13.380183219909668,0.0543998534999631,1.7946445472681857e-07,0.0617195164709991
29,Bimodal,1,8,0.015303838066756725,0.8150599002838135,11.643701553344727,5.85067081451416,9.333442687988281,0.046157895090926465,1.7946445472681857e-07,0.0617195164709991
30,Soft Trimodal,2,8,0.029315264895558357,0.8150586485862732,11.643710136413574,3.0279369354248047,10.990153312683105,0.04780952261220719,1.7946445472681857e-07,0.0617195164709991
31,Edgy Trimodal,3,8,0.01216787751764059,0.8150583505630493,11.64370346069336,5.231447696685791,9.388620376586914,0.05210700527680903,1.7946445472681857e-07,0.0617195164709991
32,Gaussian,0,9,0.04510919004678726,0.8284271359443665,11.83469009399414,8.153416633605957,13.391257286071777,0.055523897792701435,1.7946445472681857e-07,0.0617195164709991
33,Bimodal,1,9,0.015130091458559036,0.8284271955490112,11.834675788879395,6.004434108734131,9.356613159179688,0.04630538554705988,1.7946445472681857e-07,0.0617195164709991
34,Soft Trimodal,2,9,0.02949545532464981,0.8284270167350769,11.834684371948242,3.2240066528320312,11.028711318969727,0.048284641928853095,1.7946445472681857e-07,0.0617195164709991
35,Edgy Trimodal,3,9,0.012257941998541355,0.828427791595459,11.834677696228027,5.355554580688477,9.361272811889648,0.05240522127705607,1.7946445472681857e-07,0.0617195164709991
36,Gaussian,0,10,0.0443791002035141,0.8416317105293274,12.023335456848145,8.347084999084473,13.656903266906738,0.056792678068752836,1.7946445472681857e-07,0.0617195164709991
37,Bimodal,1,10,0.015025186352431774,0.8416318297386169,12.023321151733398,6.139627933502197,9.41172981262207,0.04645613026372188,1.7946445472681857e-07,0.0617195164709991
38,Soft Trimodal,2,10,0.029735514894127846,0.8416321277618408,12.023329734802246,3.4097628593444824,11.076414108276367,0.04880958938824381,1.7946445472681857e-07,0.0617195164709991
39,Edgy Trimodal,3,10,0.012371626682579517,0.8416318297386169,12.023324012756348,5.466838359832764,9.344945907592773,0.05271050841711488,1.7946445472681857e-07,0.0617195164709991
40,Gaussian,0,11,0.044654730707407,0.854258120059967,12.203699111938477,8.461359024047852,14.038640975952148,0.05803434311330068,1.7946445472681857e-07,0.0617195164709991
41,Bimodal,1,11,0.014963271096348763,0.8542572259902954,12.203685760498047,6.260537147521973,9.410652160644531,0.04660883250098125,1.7946445472681857e-07,0.0617195164709991
42,Soft Trimodal,2,11,0.03001287393271923,0.8542590141296387,12.203694343566895,3.5846705436706543,11.12519645690918,0.04936767543200699,1.7946445472681857e-07,0.0617195164709991
43,Edgy Trimodal,3,11,0.012493014335632324,0.8542564511299133,12.203688621520996,5.568214416503906,9.325517654418945,0.05300630354783029,1.7946445472681857e-07,0.0617195164709991
44,Gaussian,0,12,0.04544222727417946,0.8668844103813171,12.384060859680176,8.527665138244629,14.382647514343262,0.05925099794529982,1.7946445472681857e-07,0.0617195164709991
45,Bimodal,1,12,0.014935549348592758,0.8668819665908813,12.384048461914062,6.370429992675781,9.394519805908203,0.046770865447679416,1.7946445472681857e-07,0.0617195164709991
46,Soft Trimodal,2,12,0.0303463414311409,0.8668842911720276,12.38405704498291,3.748018264770508,11.159975051879883,0.049968064758722425,1.7946445472681857e-07,0.0617195164709991
47,Edgy Trimodal,3,12,0.012625402770936489,0.8668820858001709,12.384051322937012,5.6621317863464355,9.312211990356445,0.053305771041615574,1.7946445472681857e-07,0.0617195164709991
48,Gaussian,0,13,0.046509210020303726,0.8795099258422852,12.564425468444824,8.565706253051758,14.629993438720703,0.06044278295941281,1.7946445472681857e-07,0.0617195164709991
49,Bimodal,1,13,0.014931329526007175,0.8795082569122314,12.564412117004395,6.471810340881348,9.418377876281738,0.04694489108285721,1.7946445472681857e-07,0.0617195164709991
50,Soft Trimodal,2,13,0.030732378363609314,0.8795100450515747,12.564420700073242,3.89924693107605,11.178563117980957,0.050602593020174905,1.7946445472681857e-07,0.0617195164709991
51,Edgy Trimodal,3,13,0.012764161452651024,0.8795086741447449,12.56441593170166,5.750664234161377,9.299152374267578,0.05360546126854615,1.7946445472681857e-07,0.0617195164709991
52,Gaussian,0,14,0.047735005617141724,0.8919907808303833,12.74275016784668,8.58716869354248,14.778640747070312,0.06161651597874119,1.7946445472681857e-07,0.0617195164709991
53,Bimodal,1,14,0.014941760338842869,0.8919901847839355,12.742732048034668,6.566564559936523,9.404356002807617,0.04713171149596839,1.7946445472681857e-07,0.0617195164709991
54,Soft Trimodal,2,14,0.031160535290837288,0.8919898867607117,12.742742538452148,4.03800106048584,11.185646057128906,0.05125878170148969,1.7946445472681857e-07,0.0617195164709991
55,Edgy Trimodal,3,14,0.012904027476906776,0.8919913172721863,12.74273681640625,5.835434913635254,9.295516967773438,0.05389941757140208,1.7946445472681857e-07,0.0617195164709991
56,Gaussian,0,15,0.04901561886072159,0.9038738012313843,12.91250228881836,8.598870277404785,14.862110137939453,0.06274691727780211,1.7946445472681857e-07,0.0617195164709991
57,Bimodal,1,15,0.014957884326577187,0.9038732051849365,12.91248607635498,6.655772686004639,9.388803482055664,0.047327267055469385,1.7946445472681857e-07,0.0617195164709991
58,Soft Trimodal,2,15,0.03160461038351059,0.9038746953010559,12.912496566772461,4.1641154289245605,11.186220169067383,0.051912494925981954,1.7946445472681857e-07,0.0617195164709991
59,Edgy Trimodal,3,15,0.013036226853728294,0.9038739204406738,12.912489891052246,5.9172234535217285,9.29327392578125,0.0541758620299904,1.7946445472681857e-07,0.0617195164709991
0,Gaussian,0,1,0.18194358050823212,0.7155943512916565,10.222803115844727,1.7164146900177002,10.82667064666748,0.12795075573390785,3.457893236020418e-07,0.08567203504124264
1,Bimodal,1,1,0.034308984875679016,0.7155943512916565,10.222803115844727,2.3829047679901123,9.37092399597168,0.13688648698608652,3.457893236020418e-07,0.08567203504124264
2,Soft Trimodal,2,1,0.035738229751586914,0.7155943512916565,10.222803115844727,0.9528254866600037,10.481822967529297,0.16901488745387094,3.457893236020418e-07,0.08567203504124264
3,Edgy Trimodal,3,1,0.01475884485989809,0.7155943512916565,10.222803115844727,1.976644515991211,9.282801628112793,0.10258493324328477,3.457893236020418e-07,0.08567203504124264
4,Gaussian,0,2,0.14462344348430634,0.7304716110229492,10.435345649719238,3.2333643436431885,11.097029685974121,0.12180878613400012,3.457893236020418e-07,0.08567203504124264
5,Bimodal,1,2,0.02343379706144333,0.7304741144180298,10.435336112976074,3.4996206760406494,9.279912948608398,0.12591096627128487,3.457893236020418e-07,0.08567203504124264
6,Soft Trimodal,2,2,0.030670739710330963,0.7304743528366089,10.435340881347656,1.6566296815872192,10.317037582397461,0.13696249580044406,3.457893236020418e-07,0.08567203504124264
7,Edgy Trimodal,3,2,0.011950375512242317,0.7304742336273193,10.43533706665039,2.7289984226226807,9.293845176696777,0.10401816872208042,3.457893236020418e-07,0.08567203504124264
8,Gaussian,0,3,0.11540860682725906,0.7453290224075317,10.647537231445312,4.529794216156006,11.440354347229004,0.11827960160825998,3.457893236020418e-07,0.08567203504124264
9,Bimodal,1,3,0.01941991038620472,0.745327889919281,10.647529602050781,4.163311958312988,9.23658561706543,0.13040960379466618,3.457893236020418e-07,0.08567203504124264
10,Soft Trimodal,2,3,0.028390364721417427,0.7453269362449646,10.64753246307373,2.1665127277374268,10.143949508666992,0.11647960341468933,3.457893236020418e-07,0.08567203504124264
11,Edgy Trimodal,3,3,0.01091482862830162,0.7453246712684631,10.647529602050781,3.1699626445770264,9.287209510803223,0.10744158942368037,3.457893236020418e-07,0.08567203504124264
12,Gaussian,0,4,0.091413713991642,0.7598115801811218,10.854479789733887,5.635985851287842,11.774431228637695,0.10490994119797444,3.457893236020418e-07,0.08567203504124264
13,Bimodal,1,4,0.017473790794610977,0.7598123550415039,10.854467391967773,4.615263938903809,9.091509819030762,0.1361140905698061,3.457893236020418e-07,0.08567203504124264
14,Soft Trimodal,2,4,0.02733948640525341,0.7598125338554382,10.854473114013672,2.547248125076294,10.10004997253418,0.10527027612165346,3.457893236020418e-07,0.08567203504124264
15,Edgy Trimodal,3,4,0.010441343300044537,0.759813129901886,10.85446834564209,3.475426435470581,9.290127754211426,0.11033098619318828,3.457893236020418e-07,0.08567203504124264
16,Gaussian,0,5,0.0730043575167656,0.773923397064209,11.056063652038574,6.543994426727295,11.936323165893555,0.08630909299893301,3.457893236020418e-07,0.08567203504124264
17,Bimodal,1,5,0.016373829916119576,0.7739213705062866,11.056049346923828,4.950458526611328,8.924788475036621,0.14077155354418977,3.457893236020418e-07,0.08567203504124264
18,Soft Trimodal,2,5,0.026839718222618103,0.7739229202270508,11.05605697631836,2.848557233810425,10.148533821105957,0.0998798072325441,3.457893236020418e-07,0.08567203504124264
19,Edgy Trimodal,3,5,0.010211853310465813,0.7739229202270508,11.056052207946777,3.709811210632324,9.27094554901123,0.11321626023204777,3.457893236020418e-07,0.08567203504124264
20,Gaussian,0,6,0.060542479157447815,0.7880336046218872,11.257645606994629,7.245853900909424,12.424420356750488,0.07427486920519152,3.457893236020418e-07,0.08567203504124264
21,Bimodal,1,6,0.01569255441427231,0.7880341410636902,11.257633209228516,5.214929580688477,8.967146873474121,0.14420714827887304,3.457893236020418e-07,0.08567203504124264
22,Soft Trimodal,2,6,0.02661529928445816,0.7880350947380066,11.257637977600098,3.102792263031006,10.227869033813477,0.09760038140420528,3.457893236020418e-07,0.08567203504124264
23,Edgy Trimodal,3,6,0.010107750073075294,0.7880340218544006,11.257634162902832,3.9028422832489014,9.282646179199219,0.1166944809022281,3.457893236020418e-07,0.08567203504124264
24,Gaussian,0,7,0.05321969464421272,0.8016903400421143,11.452743530273438,7.749683856964111,12.759148597717285,0.06877026512507337,3.457893236020418e-07,0.08567203504124264
25,Bimodal,1,7,0.015241539105772972,0.8016903400421143,11.452729225158691,5.433831691741943,8.846125602722168,0.14689041414869372,3.457893236020418e-07,0.08567203504124264
26,Soft Trimodal,2,7,0.026539141312241554,0.8016902804374695,11.452736854553223,3.328622817993164,10.311206817626953,0.09686661344540927,3.457893236020418e-07,0.08567203504124264
27,Edgy Trimodal,3,7,0.010071011260151863,0.8016916513442993,11.452731132507324,4.069608211517334,9.312021255493164,0.12114408338742826,3.457893236020418e-07,0.08567203504124264
28,Gaussian,0,8,0.04904663562774658,0.8150579333305359,11.643716812133789,8.097574234008789,12.989453315734863,0.0662557119407931,3.457893236020418e-07,0.08567203504124264
29,Bimodal,1,8,0.014933005906641483,0.8150589466094971,11.64370346069336,5.621910095214844,8.828883171081543,0.14946427257745712,3.457893236020418e-07,0.08567203504124264
30,Soft Trimodal,2,8,0.026563888415694237,0.8150596022605896,11.643710136413574,3.535736083984375,10.389857292175293,0.09674236891238328,3.457893236020418e-07,0.08567203504124264
31,Edgy Trimodal,3,8,0.010076501406729221,0.8150572776794434,11.643705368041992,4.217987537384033,9.305806159973145,0.1266615141495483,3.457893236020418e-07,0.08567203504124264
32,Gaussian,0,9,0.04644152522087097,0.8284274935722351,11.834691047668457,8.346414566040039,13.130681991577148,0.06605014205720267,3.457893236020418e-07,0.08567203504124264
33,Bimodal,1,9,0.014720496721565723,0.8284247517585754,11.834675788879395,5.788568496704102,8.77586841583252,0.1524935200345738,3.457893236020418e-07,0.08567203504124264
34,Soft Trimodal,2,9,0.026671938598155975,0.8284266591072083,11.834683418273926,3.7289535999298096,10.462702751159668,0.09671932210017165,3.457893236020418e-07,0.08567203504124264
35,Edgy Trimodal,3,9,0.010111137293279171,0.8284258246421814,11.834677696228027,4.352590084075928,9.313628196716309,0.133345876682404,3.457893236020418e-07,0.08567203504124264
36,Gaussian,0,10,0.04499271884560585,0.841633141040802,12.023335456848145,8.532238006591797,13.18029499053955,0.06619171687741422,3.457893236020418e-07,0.08567203504124264
37,Bimodal,1,10,0.01457419153302908,0.8416320085525513,12.023323059082031,5.939891338348389,8.730084419250488,0.15640151736397678,3.457893236020418e-07,0.08567203504124264
38,Soft Trimodal,2,10,0.02684621699154377,0.8416339159011841,12.023329734802246,3.9102084636688232,10.533523559570312,0.09656855319696207,3.457893236020418e-07,0.08567203504124264
39,Edgy Trimodal,3,10,0.010164518840610981,0.8416306972503662,12.02332592010498,4.476177215576172,9.317327499389648,0.14116725608053923,3.457893236020418e-07,0.08567203504124264
40,Gaussian,0,11,0.04459421709179878,0.8542596101760864,12.203699111938477,8.665776252746582,13.106905937194824,0.06486748251805279,3.457893236020418e-07,0.08567203504124264
41,Bimodal,1,11,0.01447382289916277,0.8542598485946655,12.203685760498047,6.079636573791504,8.704354286193848,0.16145979960116538,3.457893236020418e-07,0.08567203504124264
42,Soft Trimodal,2,11,0.027065644040703773,0.854259192943573,12.203693389892578,4.079779148101807,10.610238075256348,0.0962351276236245,3.457893236020418e-07,0.08567203504124264
43,Edgy Trimodal,3,11,0.010228054597973824,0.8542590737342834,12.203689575195312,4.5902581214904785,9.324138641357422,0.14978343738740246,3.457893236020418e-07,0.08567203504124264
44,Gaussian,0,12,0.04498470202088356,0.8668820858001709,12.384062767028809,8.754590034484863,13.03772258758545,0.06299319846275,3.457893236020418e-07,0.08567203504124264
45,Bimodal,1,12,0.014411902986466885,0.8668826222419739,12.384049415588379,6.210451602935791,8.64484977722168,0.16784705271846576,3.457893236020418e-07,0.08567203504124264
46,Soft Trimodal,2,12,0.027335496619343758,0.8668799996376038,12.38405704498291,4.237752914428711,10.685091972351074,0.09576895760529251,3.457893236020418e-07,0.08567203504124264
