,Name,N,Model Index,p,Tau,Lambda,MSE,NRMSE
47,Hard Bimodal,50,2,10,10,0.2,3.542802744505025e-07,22.341872599230225
48,Soft Trimodal,50,3,1,1,0.05,0.03928178921341896,22.502115785937775
49,Soft Trimodal,50,3,1,2,0.0,0.0003050239465665072,1.8026586580752246
50,Soft Trimodal,50,3,1,5,0.0,0.005380346439778805,8.201046518674604
51,Soft Trimodal,50,3,1,10,0.0,0.03989628329873085,21.58724449196468
52,Soft Trimodal,50,3,2,1,0.2,0.006134908180683851,22.305473524897916
53,Soft Trimodal,50,3,2,2,0.0,0.0011211904929950833,8.488480335188326
54,Soft Trimodal,50,3,2,5,0.0,0.0015762437833473086,11.621768625361861
55,Soft Trimodal,50,3,2,10,0.0,0.006181737873703241,22.22464705059312
56,Soft Trimodal,50,3,5,1,0.2,0.00012379589315969497,22.500955518990256
57,Soft Trimodal,50,3,5,2,0.0,3.726634167833254e-05,16.771913683985108
58,Soft Trimodal,50,3,5,5,0.0,7.667052705073729e-05,17.433368371134474
59,Soft Trimodal,50,3,5,10,0.0,9.548950038151816e-05,22.041348527752902
60,Soft Trimodal,50,3,10,1,0.2,1.3217245964369795e-07,22.73800175109529
61,Soft Trimodal,50,3,10,2,0.0,1.8945668500691681e-07,21.535206911445034
62,Soft Trimodal,50,3,10,5,0.0,2.2761071249988163e-07,20.865802497560153
63,Soft Trimodal,50,3,10,10,0.2,1.605424273520839e-07,22.417270051949483
64,Edgy trimodal,50,4,1,1,0.0,0.042589008808135986,22.3071946106292
65,Edgy trimodal,50,4,1,2,0.0,2.8589400244527496e-05,0.5689954573863942
66,Edgy trimodal,50,4,1,5,0.0,0.006653813645243645,9.011610806814511
67,Edgy trimodal,50,4,1,10,0.2,0.04723973944783211,22.324544439334662
68,Edgy trimodal,50,4,2,1,0.05,0.004754539579153061,22.386674105150913
69,Edgy trimodal,50,4,2,2,0.0,0.0005616758717224002,6.238519729709024
70,Edgy trimodal,50,4,2,5,0.0,0.002022488508373499,12.117848597778067
71,Edgy trimodal,50,4,2,10,0.15,0.006153877358883619,22.443676111816206
72,Edgy trimodal,50,4,5,1,0.15,5.682160553988069e-05,22.437283740688315
73,Edgy trimodal,50,4,5,2,0.0,3.474319601082243e-05,12.673643767200128
74,Edgy trimodal,50,4,5,5,0.0,3.764481516554952e-05,17.920316008097572
75,Edgy trimodal,50,4,5,10,0.05,0.00010589775047264993,22.35713036317881
76,Edgy trimodal,50,4,10,1,0.2,2.543635844176606e-07,22.418382921661983
77,Edgy trimodal,50,4,10,2,0.0,3.4188170161542075e-07,17.340027225741405
78,Edgy trimodal,50,4,10,5,0.0,2.4879099669306015e-07,21.78606222620827
79,Edgy trimodal,50,4,10,10,0.05,3.849299332614464e-07,22.454272108832654
80,Vanilla,100,0,1,1,0.2,0.0483798123896122,22.61871351717146
81,Vanilla,100,0,1,2,0.2,0.04994150251150131,22.488951280295396
82,Vanilla,100,0,1,5,0.2,0.04356756433844566,22.461112771055276
83,Vanilla,100,0,1,10,0.2,0.04788003861904144,22.325895674659535
84,Vanilla,100,0,2,1,0.0,0.007706806529313326,22.636100954145128
85,Vanilla,100,0,2,2,0.0,0.007635458372533321,22.052919723033202
86,Vanilla,100,0,2,5,0.2,0.005964139010757208,22.435729740619998
87,Vanilla,100,0,2,10,0.1,0.005698625463992357,22.66546014304792
88,Vanilla,100,0,5,1,0.2,0.00013180672249291092,22.45534577135114
89,Vanilla,100,0,5,2,0.2,8.982955478131771e-05,22.906184718102747
90,Vanilla,100,0,5,5,0.2,7.75978114688769e-05,22.24379000637383
