,Name,TYPE,MSE,MC,Lambda max,delta_phI,KL,Rho,A-Norm,B-Norm
68,5) - Trim 2 - 150 UNIT - Spectral Radius: 0.95 ,5,1.0605673006480743e-09,11.065020561218262,-0.09927735,0.052321350813094664,0.05696096271276474,0.9452871680259705,22.943416595458984,9.852452278137207
69,5) - Trim 3 - 150 UNIT - Spectral Radius: 0.95 ,6,4.746952830814166e-10,9.754576683044434,-0.14308083,0.14804411022617645,0.05406869202852249,0.9419536590576172,22.2463321685791,11.70749568939209
70,1) - Vanilla - 200 UNIT - Spectral Radius: 0.95 ,0,4.8455240175826475e-06,22.836973190307617,-0.1217826,0.061906654623498245,,0.950004518032074,1.0,0.0
71,1) - Gauss 1 - 200 UNIT - Spectral Radius: 0.95 ,1,7.29576541402821e-08,10.740469932556152,-3.547615,0.053070550145099954,0.2748376727104187,0.9371170401573181,27.301403045654297,7.723999500274658
72,1) - Gauss 2 - 200 UNIT - Spectral Radius: 0.95 ,2,6.745380920492039e-10,12.141570091247559,-0.6690535,0.05686751741934638,0.08630376309156418,0.5678414702415466,15.859482765197754,2.3977582454681396
73,1) - Bimodal - 200 UNIT - Spectral Radius: 0.95 ,3,1.7671743535174755e-07,9.415712356567383,-0.73008084,0.04690934020505441,0.11308585852384567,0.9428571462631226,26.072710037231445,12.633262634277344
74,1) - Trim 1 - 200 UNIT - Spectral Radius: 0.95 ,4,6.894002591018022e-10,10.274972915649414,-0.06719142,0.05040582627964306,0.09544088691473007,0.9493276476860046,28.042463302612305,12.24187183380127
75,1) - Trim 2 - 200 UNIT - Spectral Radius: 0.95 ,5,5.132267388852085e-10,11.640491485595703,-0.09845124,0.05690102323193282,0.059760358184576035,0.9479638338088989,25.043846130371094,11.430349349975586
76,1) - Trim 3 - 200 UNIT - Spectral Radius: 0.95 ,6,4.981555168370733e-10,10.337162017822266,-0.065153435,0.19956311590731912,0.05989044904708862,0.9444440007209778,26.821001052856445,14.561457633972168
77,2) - Vanilla - 200 UNIT - Spectral Radius: 0.95 ,0,5.850391517014941e-06,22.68515396118164,-0.24125971,0.0710959769651454,,0.9500026702880859,1.0,0.0
78,2) - Gauss 1 - 200 UNIT - Spectral Radius: 0.95 ,1,5.5368815310430364e-08,11.02580738067627,-0.7102493,0.05481150954034761,0.25908350944519043,0.9497482776641846,25.766355514526367,7.131773471832275
79,2) - Gauss 2 - 200 UNIT - Spectral Radius: 0.95 ,2,2.827496847768174e-10,11.861872673034668,-0.9070851,0.05179712984457943,0.09587293863296509,0.5663542747497559,15.989043235778809,2.743147850036621
80,2) - Bimodal - 200 UNIT - Spectral Radius: 0.95 ,3,1.669480553800895e-07,9.008661270141602,-2.653623,0.3192832893031572,0.10375048220157623,0.9490784406661987,27.2540283203125,13.692922592163086
81,2) - Trim 1 - 200 UNIT - Spectral Radius: 0.95 ,4,4.75544881251011e-10,11.317963600158691,-0.0790888,0.07321196556959836,0.07130688428878784,0.9366183280944824,25.448381423950195,11.005715370178223
82,2) - Trim 2 - 200 UNIT - Spectral Radius: 0.95 ,5,7.307995320005034e-10,11.133299827575684,-0.066691555,0.04556484450016745,0.05768482759594917,0.9395464062690735,22.668485641479492,11.088419914245605
83,2) - Trim 3 - 200 UNIT - Spectral Radius: 0.95 ,6,3.812110904721777e-10,9.922941207885742,-0.085280135,0.05833083064072029,0.060363706201314926,0.943760097026825,26.524066925048828,13.57528018951416
84,3) - Vanilla - 200 UNIT - Spectral Radius: 0.95 ,0,4.487518708629068e-06,22.14643096923828,-0.11518641,0.05076570400376188,,0.9499980807304382,1.0,0.0
85,3) - Gauss 1 - 200 UNIT - Spectral Radius: 0.95 ,1,1.1164067359459295e-07,10.892915725708008,-5.9201846,0.1422190195917773,0.23787030577659607,0.9492586851119995,25.672948837280273,6.803699016571045
86,3) - Gauss 2 - 200 UNIT - Spectral Radius: 0.95 ,2,5.105192935062064e-10,11.946978569030762,-0.67699665,0.053454243086587375,0.09669087082147598,0.5903086066246033,16.026844024658203,2.8041610717773438
87,3) - Bimodal - 200 UNIT - Spectral Radius: 0.95 ,3,8.046126254157571e-07,8.864510536193848,-0.36446843,0.06368791177012102,0.10855802148580551,0.9442020654678345,27.263565063476562,13.55049991607666
88,3) - Trim 1 - 200 UNIT - Spectral Radius: 0.95 ,4,1.1039548164504254e-09,10.829819679260254,-0.065534584,0.04703552860017226,0.08455769717693329,0.9452250003814697,25.438091278076172,10.890978813171387
89,3) - Trim 2 - 200 UNIT - Spectral Radius: 0.95 ,5,2.3392268677646655e-10,11.488471031188965,-0.11780025,0.045985899140290616,0.06015508621931076,0.9403937458992004,25.717844009399414,11.012591361999512
90,3) - Trim 3 - 200 UNIT - Spectral Radius: 0.95 ,6,1.5007160791835616e-10,10.252338409423828,-0.40815794,0.10912021792604364,0.056052807718515396,0.9468340873718262,23.28436851501465,11.785724639892578
91,4) - Vanilla - 200 UNIT - Spectral Radius: 0.95 ,0,3.1184058570943307e-06,22.184812545776367,-0.16309874,0.16804242111930243,,0.9499940872192383,1.0,0.0
