,Name,N,Model Index,Log Nu,Tau,Lambda,MSE,NRMSE
641,Hard Bimodal,100,2,-2.0,2,0.0,6.683860220846327e-08,0.09099798358986186
642,Hard Bimodal,100,2,-2.0,5,0.0,1.123220135923475e-05,1.2450572998005682
643,Hard Bimodal,100,2,-2.0,10,0.0,0.003190266666933894,19.47213083857366
644,Hard Bimodal,100,2,-1.0,1,0.0,3.2422258211539656e-09,0.007469839869361237
645,Hard Bimodal,100,2,-1.0,2,0.0,1.3470294391026982e-07,0.04750713152900025
646,Hard Bimodal,100,2,-1.0,5,0.0,9.696346387499943e-05,1.2789879345775879
647,Hard Bimodal,100,2,-1.0,10,0.0,0.020622916519641876,19.35933243790721
648,Hard Bimodal,100,2,-0.5,1,0.0,2.0674896461514436e-08,0.011834927818183693
649,Hard Bimodal,100,2,-0.5,2,0.0,6.95801475103508e-07,0.06671090226173029
650,Hard Bimodal,100,2,-0.5,5,0.0,0.00034764365409500897,1.479624807123325
651,Hard Bimodal,100,2,-0.5,10,0.0,0.055287618190050125,19.016108861705497
652,Hard Bimodal,100,2,0.0,1,0.0,3.538893622589967e-07,0.0308322146031592
653,Hard Bimodal,100,2,0.0,2,0.0,3.2836733225849457e-06,0.09274260359895617
654,Hard Bimodal,100,2,0.0,5,0.0,0.0009181463392451406,1.5461461054961836
655,Hard Bimodal,100,2,0.0,10,0.0,0.14167420566082,19.14094148335292
656,Hard Bimodal,100,2,0.5,1,0.0,5.974670784780756e-06,0.08386011412312411
657,Hard Bimodal,100,2,0.5,2,0.0,4.919929779134691e-05,0.23783207597252037
658,Hard Bimodal,100,2,0.5,5,0.0,0.0039736246690154076,2.224155986022269
659,Hard Bimodal,100,2,0.5,10,0.0,0.32993173599243164,20.3548259439619
660,Soft Trimodal,100,3,-2.0,1,0.0,4.623202798370585e-08,0.07654235986096067
661,Soft Trimodal,100,3,-2.0,2,0.0,2.2227401075269881e-07,0.17362878921361694
662,Soft Trimodal,100,3,-2.0,5,0.0,8.842995157465339e-06,1.0662925016780465
663,Soft Trimodal,100,3,-2.0,10,0.0,0.00064329948509112,8.909587248244558
664,Soft Trimodal,100,3,-1.0,1,0.0,2.4518959662600537e-07,0.06754510795096186
665,Soft Trimodal,100,3,-1.0,2,0.0,1.1098178447355167e-06,0.1396285356331796
666,Soft Trimodal,100,3,-1.0,5,0.0,7.713236846029758e-05,1.1428830514253108
667,Soft Trimodal,100,3,-1.0,10,0.0,0.004556875675916672,9.074322585366954
668,Soft Trimodal,100,3,-0.5,1,0.0,1.255282768397592e-06,0.09131275004346792
669,Soft Trimodal,100,3,-0.5,2,0.0,5.408613105828408e-06,0.1904062599051902
670,Soft Trimodal,100,3,-0.5,5,0.0,0.0002227803779533133,1.2101822497515944
671,Soft Trimodal,100,3,-0.5,10,0.0,0.012372372671961784,9.006126437904774
672,Soft Trimodal,100,3,0.0,1,0.0,2.1264469978632405e-05,0.23981997561590332
673,Soft Trimodal,100,3,0.0,2,0.0,2.302906068507582e-05,0.2502555137468919
674,Soft Trimodal,100,3,0.0,5,0.0,0.0005182002787478268,1.1652468090819836
675,Soft Trimodal,100,3,0.0,10,0.0,0.031380198895931244,8.924511842173429
676,Soft Trimodal,100,3,0.5,1,0.0,0.0005473294295370579,0.8157798517781806
677,Soft Trimodal,100,3,0.5,2,0.0,0.00039606913924217224,0.7070433473342445
678,Soft Trimodal,100,3,0.5,5,0.0,0.0029104999266564846,1.8389121772825523
679,Soft Trimodal,100,3,0.5,10,0.0,0.08429201692342758,9.915408741215417
680,Edgy trimodal,100,4,-2.0,1,0.0,3.428829442597703e-10,0.006565092054651607
681,Edgy trimodal,100,4,-2.0,2,0.0,1.7539956331802387e-07,0.14679805231358195
682,Edgy trimodal,100,4,-2.0,5,0.0,1.396785705765069e-06,0.426852148178824
683,Edgy trimodal,100,4,-2.0,10,0.0,0.0023746180813759565,17.387834597562385
684,Edgy trimodal,100,4,-1.0,1,0.0,1.8155058567614901e-09,0.005907067030056161
685,Edgy trimodal,100,4,-1.0,2,0.0,6.228161737453775e-07,0.10566021177146633
686,Edgy trimodal,100,4,-1.0,5,0.0,1.1898897355422378e-05,0.4459161013873676
687,Edgy trimodal,100,4,-1.0,10,0.0,0.016072435304522514,16.928391375742482
688,Edgy trimodal,100,4,-0.5,1,0.0,1.7389163886605274e-08,0.010595335561226441
689,Edgy trimodal,100,4,-0.5,2,0.0,1.389026067499799e-07,0.03074886416744939
690,Edgy trimodal,100,4,-0.5,5,0.0,2.895874968089629e-05,0.44404832523387927
691,Edgy trimodal,100,4,-0.5,10,0.0,0.04702251777052879,17.69314021572653
692,Edgy trimodal,100,4,0.0,1,0.0,3.484493902305985e-07,0.02987308694550594
693,Edgy trimodal,100,4,0.0,2,0.0,1.7390344737577834e-06,0.06991005336734508
694,Edgy trimodal,100,4,0.0,5,0.0,0.00017654543626122177,0.691892399108229
695,Edgy trimodal,100,4,0.0,10,0.0,0.13408026099205017,18.490325047476265
696,Edgy trimodal,100,4,0.5,1,0.0,4.603299657901516e-06,0.07863539331448612
697,Edgy trimodal,100,4,0.5,2,0.0,3.166599344694987e-05,0.1929740920466405
698,Edgy trimodal,100,4,0.5,5,0.0,0.0019383669132366776,1.532490753096147
699,Edgy trimodal,100,4,0.5,10,0.0,0.2618389427661896,17.676993656624084
700,Vanilla,150,0,-2.0,1,0.0,1.2820358108456276e-08,0.03984001156154179
701,Vanilla,150,0,-2.0,2,0.0,7.76446995587321e-08,0.10205130599767664
702,Vanilla,150,0,-2.0,5,0.0,1.4723751746714697e-06,0.44194001864682747
703,Vanilla,150,0,-2.0,10,0.0,2.2963549781707115e-05,1.7200610622390156
704,Vanilla,150,0,-1.0,1,0.0,9.527062161396316e-08,0.038521992360686944
705,Vanilla,150,0,-1.0,2,0.0,4.849638912673981e-07,0.0888640539434283
706,Vanilla,150,0,-1.0,5,0.0,8.834936124912929e-06,0.3905620524232485
707,Vanilla,150,0,-1.0,10,0.0,0.00017984771693591028,1.772570427489457
708,Vanilla,150,0,-0.5,1,0.0,2.1158309948532406e-07,0.037675870627815855
709,Vanilla,150,0,-0.5,2,0.0,4.410109966102027e-07,0.0532035443349661
710,Vanilla,150,0,-0.5,5,0.0,3.0548730137525126e-05,0.4676960222058386
711,Vanilla,150,0,-0.5,10,0.0,0.0003163049987051636,1.5044242462224777
712,Vanilla,150,0,0.0,1,0.0,3.791273002207163e-06,0.09950524384881412
713,Vanilla,150,0,0.0,2,0.0,5.7028746596188284e-06,0.12701230503764102
714,Vanilla,150,0,0.0,5,0.0,5.074080763733946e-05,0.3703514102822417
715,Vanilla,150,0,0.0,10,0.0,0.0012811173219233751,1.783431340433048
716,Vanilla,150,0,0.5,1,0.0,6.375577504513785e-05,0.2806469359246085
717,Vanilla,150,0,0.5,2,0.0,7.173849735409021e-05,0.28943768201396824
718,Vanilla,150,0,0.5,5,0.0,0.00064899428980425,0.8747238677145209
719,Vanilla,150,0,0.5,10,0.0,0.0037116757594048977,2.1316820439471775
720,Gaussian,150,1,-2.0,1,0.0,7.073396801615672e-08,0.09516429537475393
721,Gaussian,150,1,-2.0,2,0.0,2.4179763613574323e-07,0.1808341076628489
722,Gaussian,150,1,-2.0,5,0.0,4.23183519160375e-06,0.7428557349089495
723,Gaussian,150,1,-2.0,10,0.0,5.844821862410754e-05,2.723137220592101
724,Gaussian,150,1,-1.0,1,0.0,3.449758594342711e-07,0.07724127133504116
725,Gaussian,150,1,-1.0,2,0.0,1.8428524981572991e-06,0.17707800974043128
726,Gaussian,150,1,-1.0,5,0.0,2.6979092581314035e-05,0.6852076416576587
727,Gaussian,150,1,-1.0,10,0.0,0.00029359126347117126,2.251394793203107
728,Gaussian,150,1,-0.5,1,0.0,4.984977977073868e-07,0.05689198321285125
729,Gaussian,150,1,-0.5,2,0.0,3.1504660000791773e-06,0.1472462423809337
730,Gaussian,150,1,-0.5,5,0.0,7.399958121823147e-05,0.6871384623726595
731,Gaussian,150,1,-0.5,10,0.0,0.0012502321042120457,2.8436619671620407
732,Gaussian,150,1,0.0,1,0.0,8.437796168436762e-06,0.15388207875129273
733,Gaussian,150,1,0.0,2,0.05,1.8456663383403793e-05,0.2190575991475516
734,Gaussian,150,1,0.0,5,0.0,0.00018219967023469508,0.6901557519214397
735,Gaussian,150,1,0.0,10,0.0,0.0022801621817052364,2.518210651970028
736,Gaussian,150,1,0.5,1,0.0,0.00021825077419634908,0.5459771005802925
737,Gaussian,150,1,0.5,2,0.0,0.000139684954774566,0.4217836316384791
738,Gaussian,150,1,0.5,5,0.0,0.0010537967318668962,1.1551204525284575
739,Gaussian,150,1,0.5,10,0.0,0.005473286844789982,2.5993198201990158
740,Hard Bimodal,150,2,-2.0,1,0.0,7.447377436964331e-11,0.003194058458228174
741,Hard Bimodal,150,2,-2.0,2,0.0,2.8880389635332904e-08,0.05765274130862948
742,Hard Bimodal,150,2,-2.0,5,0.0,3.3338815228489693e-06,0.6609099785956918
743,Hard Bimodal,150,2,-2.0,10,0.0,0.002033544471487403,16.096912614011575
744,Hard Bimodal,150,2,-1.0,1,0.0,1.1125134147249582e-09,0.004251009015236141
745,Hard Bimodal,150,2,-1.0,2,0.0,1.2121131653941575e-08,0.014479018528980791
746,Hard Bimodal,150,2,-1.0,5,0.0,2.5788775019464083e-05,0.6791556458856456
747,Hard Bimodal,150,2,-1.0,10,0.0,0.01486800517886877,16.245149328614506
748,Hard Bimodal,150,2,-0.5,1,0.0,6.210121750171993e-09,0.006404388777213633
749,Hard Bimodal,150,2,-0.5,2,0.0,2.166610642007072e-07,0.03852583772523153
750,Hard Bimodal,150,2,-0.5,5,0.0,7.09793166606687e-05,0.6962141341760087
751,Hard Bimodal,150,2,-0.5,10,0.0,0.03960029035806656,16.2058595209418
752,Hard Bimodal,150,2,0.0,1,0.0,6.78753266925014e-08,0.013910280371758675
753,Hard Bimodal,150,2,0.0,2,0.0,1.2282939678698312e-05,0.18061790907777664
754,Hard Bimodal,150,2,0.0,5,0.0,0.0002607635979074985,0.8299997808846793
755,Hard Bimodal,150,2,0.0,10,0.0,0.09269309788942337,15.955729272924486
756,Hard Bimodal,150,2,0.5,1,0.0,1.4374006696016295e-06,0.042260970385556255
757,Hard Bimodal,150,2,0.5,2,0.0,7.072636435623281e-06,0.0937931438354012
758,Hard Bimodal,150,2,0.5,5,0.0,0.0017894648481160402,1.4157063745011182
759,Hard Bimodal,150,2,0.5,10,0.0,0.24029603600502014,16.95043271392955
760,Soft Trimodal,150,3,-2.0,1,0.0,1.4563311445670024e-08,0.04383517743002232
761,Soft Trimodal,150,3,-2.0,2,0.0,4.035071299313131e-08,0.07282716467841514
762,Soft Trimodal,150,3,-2.0,5,0.0,1.9413441805227194e-06,0.5146753930229562
763,Soft Trimodal,150,3,-2.0,10,0.0,0.0003290458407718688,6.318171606560807
764,Soft Trimodal,150,3,-1.0,1,0.0,9.717493298921909e-08,0.038087274760220176
765,Soft Trimodal,150,3,-1.0,2,0.0,7.783688147355861e-07,0.11559913175125446
766,Soft Trimodal,150,3,-1.0,5,0.0,2.7524985853233375e-05,0.6852160359204184
767,Soft Trimodal,150,3,-1.0,10,0.0,0.0025392973329871893,6.599551861894263
768,Soft Trimodal,150,3,-0.5,1,0.0,4.076234461081185e-07,0.0514297909772534
769,Soft Trimodal,150,3,-0.5,2,0.05,8.427436114288867e-06,0.2412352375964137
770,Soft Trimodal,150,3,-0.5,5,0.0,3.364403164596297e-05,0.4769544709207726
771,Soft Trimodal,150,3,-0.5,10,0.0,0.005079744849354029,6.049186639258375
772,Soft Trimodal,150,3,0.0,1,0.0,8.336894097737968e-06,0.14871710243202224
773,Soft Trimodal,150,3,0.0,2,0.0,5.531020178750623e-06,0.11933834444980722
774,Soft Trimodal,150,3,0.0,5,0.0,0.00015383695426862687,0.6381749310886939
775,Soft Trimodal,150,3,0.0,10,0.0,0.01414552703499794,6.216304739199624
776,Soft Trimodal,150,3,0.5,1,0.0,0.000142072924063541,0.41937132829517043
777,Soft Trimodal,150,3,0.5,2,0.0,0.0001007323880912736,0.3445690865187268
778,Soft Trimodal,150,3,0.5,5,0.0,0.0015286821871995926,1.3902052770979574
779,Soft Trimodal,150,3,0.5,10,0.0,0.03926870599389076,6.819976064242873
780,Edgy trimodal,150,4,-2.0,1,0.0,2.0163717917576207e-10,0.005166480944772817
781,Edgy trimodal,150,4,-2.0,2,0.0,3.1092565677681705e-07,0.19785516289375202
782,Edgy trimodal,150,4,-2.0,5,0.0,1.3814161547998083e-06,0.40283297451949224
783,Edgy trimodal,150,4,-2.0,10,0.0,0.0017409388674423099,14.954761698567367
784,Edgy trimodal,150,4,-1.0,1,0.0,5.812272885208358e-10,0.003156901549270016
785,Edgy trimodal,150,4,-1.0,2,0.0,1.6789473420431023e-06,0.17291076099027586
786,Edgy trimodal,150,4,-1.0,5,0.0,9.545666216581594e-06,0.41595716468646615
787,Edgy trimodal,150,4,-1.0,10,0.0,0.013101567514240742,15.224362194313192
788,Edgy trimodal,150,4,-0.5,1,0.0,3.5726781533185203e-09,0.0049352556495769855
789,Edgy trimodal,150,4,-0.5,2,0.0,3.520404561641044e-06,0.15453019789789835
790,Edgy trimodal,150,4,-0.5,5,0.0,2.438490446365904e-05,0.4039726062625126
791,Edgy trimodal,150,4,-0.5,10,0.0,0.03707073628902435,15.512472733343785
792,Edgy trimodal,150,4,0.0,1,0.0,2.0431258462849655e-07,0.022826651195475486
793,Edgy trimodal,150,4,0.0,2,0.0,3.7585241443593986e-06,0.10202591880668778
794,Edgy trimodal,150,4,0.0,5,0.0,9.208230767399073e-05,0.48969908286139846
795,Edgy trimodal,150,4,0.0,10,0.0,0.08783242851495743,15.311306155629122
796,Edgy trimodal,150,4,0.5,1,0.0,3.026231979674776e-06,0.06049294338606365
797,Edgy trimodal,150,4,0.5,2,0.0,1.1999948583252262e-05,0.12097690313092352
798,Edgy trimodal,150,4,0.5,5,0.0,0.0013903385261073709,1.3166368774875001
799,Edgy trimodal,150,4,0.5,10,0.0,0.20735949277877808,15.668714240710093
800,Vanilla,200,0,-2.0,1,0.0,0.00041174309444613755,7.294181637058028
801,Vanilla,200,0,-2.0,2,0.05,1.6173021322174463e-07,0.1469040136899414
802,Vanilla,200,0,-2.0,5,0.0,6.358256996463751e-07,0.2807559070814943
803,Vanilla,200,0,-2.0,10,0.0,1.9159044313710183e-05,1.6008473357992012
804,Vanilla,200,0,-1.0,1,0.05,1.6981663009119075e-07,0.05389582932342514
805,Vanilla,200,0,-1.0,2,0.0,4.835106324208027e-07,0.09411475134681323
806,Vanilla,200,0,-1.0,5,0.0,7.09011364961043e-05,1.1209728960032501
807,Vanilla,200,0,-1.0,10,0.0,0.00019157890346832573,1.7914575262504482
808,Vanilla,200,0,-0.5,1,0.05,2.8196998869134404e-07,0.04193127589089573
809,Vanilla,200,0,-0.5,2,0.05,1.2721576467811246e-06,0.09371910480210781
810,Vanilla,200,0,-0.5,5,0.0,1.620669718249701e-05,0.33427286237007936
811,Vanilla,200,0,-0.5,10,0.0,0.0004908447153866291,1.7947519780259817
812,Vanilla,200,0,0.0,1,0.0,6.531928192998748e-06,0.1304721297894219
813,Vanilla,200,0,0.0,2,0.05,8.401361810683738e-06,0.1468931153975671
814,Vanilla,200,0,0.0,5,0.0,3.504336200421676e-05,0.3010623163623024
815,Vanilla,200,0,0.0,10,0.0,0.0010766986524686217,1.6816834412195918
816,Vanilla,200,0,0.5,1,0.0,4.4551852624863386e-05,0.23342215445455994
817,Vanilla,200,0,0.5,2,0.05,0.00020209455396980047,0.49444353672663394
818,Vanilla,200,0,0.5,5,0.0,0.000393405876820907,0.6985941819966277
819,Vanilla,200,0,0.5,10,0.0,0.00369232427328825,2.11927675434022
820,Gaussian,200,1,-2.0,1,0.0,1.3816780608522095e-08,0.04268230660043385
821,Gaussian,200,1,-2.0,2,0.0,6.618635950417229e-08,0.09039390094791688
822,Gaussian,200,1,-2.0,5,0.0,2.767698788375128e-06,0.5896804027605344
823,Gaussian,200,1,-2.0,10,0.0,2.6342937417211942e-05,1.8176417589064968
824,Gaussian,200,1,-1.0,1,0.0,7.52522595348637e-08,0.03655980703939211
825,Gaussian,200,1,-1.0,2,0.0,2.778783141366148e-07,0.07070035059633223
826,Gaussian,200,1,-1.0,5,0.0,9.706787750474177e-06,0.40386761345892996
827,Gaussian,200,1,-1.0,10,0.0,0.00015234223974402994,1.665901851011448
828,Gaussian,200,1,-0.5,1,0.0,1.839153469518351e-07,0.034749892980231525
829,Gaussian,200,1,-0.5,2,0.0,1.320465344178956e-06,0.09315215160596244
830,Gaussian,200,1,-0.5,5,0.0,3.933866537408903e-05,0.5054152907059011
831,Gaussian,200,1,-0.5,10,0.0,0.0003095076244790107,1.4859974075900604
832,Gaussian,200,1,0.0,1,0.0,2.6409770725877024e-06,0.08496800480968629
833,Gaussian,200,1,0.0,2,0.0,5.8046575759362895e-06,0.12131501947451655
834,Gaussian,200,1,0.0,5,0.0,8.551285282010213e-05,0.4880529098662781
835,Gaussian,200,1,0.0,10,0.0,0.0008024931303225458,1.4895625168561824
836,Gaussian,200,1,0.5,1,0.0,5.9546677221078426e-05,0.27236119020246796
837,Gaussian,200,1,0.5,2,0.0,9.050065273186192e-05,0.3312726273995596
838,Gaussian,200,1,0.5,5,0.0,0.0007463653455488384,0.9366572088621601
839,Gaussian,200,1,0.5,10,0.0,0.003359932219609618,2.037561324431211
840,Hard Bimodal,200,2,-2.0,1,0.0,3.9972466309157184e-11,0.0022919478479453696
841,Hard Bimodal,200,2,-2.0,2,0.0,6.663240270654569e-08,0.0900663386257507
842,Hard Bimodal,200,2,-2.0,5,0.0,2.8325753191893455e-06,0.607738767922606
843,Hard Bimodal,200,2,-2.0,10,0.0,0.00187308294698596,14.750567926367806
844,Hard Bimodal,200,2,-1.0,1,0.0,5.707325168025079e-10,0.00322890520218969
845,Hard Bimodal,200,2,-1.0,2,0.0,7.160891186686058e-07,0.11252676112383386
846,Hard Bimodal,200,2,-1.0,5,0.0,2.276908708154224e-05,0.6273167824085446
847,Hard Bimodal,200,2,-1.0,10,0.0,0.010750247165560722,13.736581809517618
848,Hard Bimodal,200,2,-0.5,1,0.0,5.770064426258159e-09,0.006117347006172941
849,Hard Bimodal,200,2,-0.5,2,0.0,4.23993014919688e-06,0.17195029126838957
850,Hard Bimodal,200,2,-0.5,5,0.0,5.7418921642238274e-05,0.6164633450095443
851,Hard Bimodal,200,2,-0.5,10,0.0,0.026266247034072876,13.317543471351168
852,Hard Bimodal,200,2,0.0,1,0.0,7.896996834233505e-08,0.01432980555528212
853,Hard Bimodal,200,2,0.0,2,0.0,6.407877890524105e-07,0.04043899523437355
854,Hard Bimodal,200,2,0.0,5,0.0,0.00012400271953083575,0.5998112838715299
855,Hard Bimodal,200,2,0.0,10,0.0,0.07603908330202103,13.958760694347845
856,Hard Bimodal,200,2,0.5,1,0.0,9.144804380412097e-07,0.03442183448212932
857,Hard Bimodal,200,2,0.5,2,0.0,7.681239367229864e-06,0.09501145966641202
858,Hard Bimodal,200,2,0.5,5,0.0,0.001104828086681664,1.1670594519219548
859,Hard Bimodal,200,2,0.5,10,0.0,0.16308289766311646,14.133533701885872
860,Soft Trimodal,200,3,-2.0,1,0.0,1.51660550784527e-08,0.045360897378344325
861,Soft Trimodal,200,3,-2.0,2,0.0,9.279099089098963e-08,0.10940158469820478
862,Soft Trimodal,200,3,-2.0,5,0.0,2.4089249563985504e-06,0.5470559774398059
863,Soft Trimodal,200,3,-2.0,10,0.0,0.00017683918122202158,4.59743595810926
864,Soft Trimodal,200,3,-1.0,1,0.0,6.327313428755588e-08,0.03305115703589599
865,Soft Trimodal,200,3,-1.0,2,0.0,3.4693599104684836e-07,0.07755174725260948
866,Soft Trimodal,200,3,-1.0,5,0.0,1.836902265495155e-05,0.5776521966042363
867,Soft Trimodal,200,3,-1.0,10,0.0,0.0013621168909594417,4.841023520705859
868,Soft Trimodal,200,3,-0.5,1,0.0,2.4326237735294853e-07,0.03965962703077091
869,Soft Trimodal,200,3,-0.5,2,0.0,1.751921104187204e-06,0.1084719185458414
870,Soft Trimodal,200,3,-0.5,5,0.0,3.9068818296073005e-05,0.5174911713883675
871,Soft Trimodal,200,3,-0.5,10,0.0,0.0026576414238661528,4.351204383126611
872,Soft Trimodal,200,3,0.0,1,0.0,6.02001637162175e-06,0.12876831969459734
873,Soft Trimodal,200,3,0.0,2,0.0,7.765654117974918e-06,0.1439105572920511
874,Soft Trimodal,200,3,0.0,5,0.0,0.00018284627003595233,0.6922316285268675
875,Soft Trimodal,200,3,0.0,10,0.0,0.009141159243881702,4.863301644033545
876,Soft Trimodal,200,3,0.5,1,0.0,0.00012681960652116686,0.4000985359478312
877,Soft Trimodal,200,3,0.5,2,0.0,0.00011521656415425241,0.37550978977226845
878,Soft Trimodal,200,3,0.5,5,0.0,0.0011712487321346998,1.1912336881147216
879,Soft Trimodal,200,3,0.5,10,0.0,0.016588840633630753,4.468783078371346
880,Edgy trimodal,200,4,-2.0,1,0.0,1.1673752242646884e-10,0.004033815995306636
881,Edgy trimodal,200,4,-2.0,2,0.0,1.1537716204657045e-07,0.12028967095815973
882,Edgy trimodal,200,4,-2.0,5,0.0,1.4526823406413314e-06,0.4075840174764724
883,Edgy trimodal,200,4,-2.0,10,0.0,0.0009319185046479106,10.892567793779842
884,Edgy trimodal,200,4,-1.0,1,0.0,7.100555698968947e-10,0.0034889429005450865
885,Edgy trimodal,200,4,-1.0,2,0.0,7.830219317384035e-08,0.037298810705670364
886,Edgy trimodal,200,4,-1.0,5,0.0,4.0366817302128766e-06,0.25772006371788764
887,Edgy trimodal,200,4,-1.0,10,0.0,0.00553493108600378,9.754446727366512
888,Edgy trimodal,200,4,-0.5,1,0.0,3.6056071461842976e-09,0.004953509069554998
889,Edgy trimodal,200,4,-0.5,2,0.0,1.615572386981512e-06,0.10382415568713195
890,Edgy trimodal,200,4,-0.5,5,0.0,2.5043980713235214e-05,0.3971747227796316
891,Edgy trimodal,200,4,-0.5,10,0.0,0.013278011232614517,9.462063181380554
892,Edgy trimodal,200,4,0.0,1,0.0,6.298540000670982e-08,0.012930761985740778
893,Edgy trimodal,200,4,0.0,2,0.0,5.338946721167304e-06,0.11993412085767899
894,Edgy trimodal,200,4,0.0,5,0.0,5.044466888648458e-05,0.370922430547032
895,Edgy trimodal,200,4,0.0,10,0.0,0.037836410105228424,10.086233641445364
896,Edgy trimodal,200,4,0.5,1,0.0,1.9617946236394346e-06,0.04845651841574556
897,Edgy trimodal,200,4,0.5,2,0.0,1.0121703780896496e-05,0.10995305102509687
898,Edgy trimodal,200,4,0.5,5,0.0,0.0012385708978399634,1.1816745217245606
899,Edgy trimodal,200,4,0.5,10,0.0,0.08749169111251831,10.257050113281458
900,Vanilla,250,0,-2.0,1,0.0,9.549391277730024e-10,0.011396972291139944
901,Vanilla,250,0,-2.0,2,0.0,6.304129662737523e-09,0.02881043436345109
902,Vanilla,250,0,-2.0,5,0.0,3.646667892098776e-07,0.21603353677888773
903,Vanilla,250,0,-2.0,10,0.0,1.1161934708070476e-05,1.169747570471494
904,Vanilla,250,0,-1.0,1,0.0,4.233169370593259e-09,0.008869490258823469
905,Vanilla,250,0,-1.0,2,0.05,7.469187153219536e-07,0.11382791551873091
906,Vanilla,250,0,-1.0,5,0.0,3.7376601085270522e-06,0.25604349165706536
907,Vanilla,250,0,-1.0,10,0.0,5.4229822126217186e-05,0.9997918389149256
908,Vanilla,250,0,-0.5,1,0.0,1.1337337291195126e-08,0.008501891372337216
909,Vanilla,250,0,-0.5,2,0.0,3.897532110386237e-07,0.05069316046067103
910,Vanilla,250,0,-0.5,5,0.0,2.1332052710931748e-05,0.37251689472544514
911,Vanilla,250,0,-0.5,10,0.0,0.00015464439638890326,1.0347309318420561
912,Vanilla,250,0,0.0,1,0.0,1.9682370577811525e-07,0.023517041535976665
913,Vanilla,250,0,0.0,2,0.0,5.975409749225946e-07,0.038974018020750706
914,Vanilla,250,0,0.0,5,0.0,2.0438372303033248e-05,0.23566731367709207
915,Vanilla,250,0,0.0,10,0.0,0.0004161064571235329,1.0851507836266656
916,Vanilla,250,0,0.5,1,0.0,6.125156232883455e-06,0.08680815083544749
917,Vanilla,250,0,0.5,2,0.0,5.9118068747920915e-05,0.26563048357071783
918,Vanilla,250,0,0.5,5,0.0,0.00023266245261766016,0.5367664421469974
919,Vanilla,250,0,0.5,10,0.0,0.0025487439706921577,1.7727399622189577
920,Gaussian,250,1,-2.0,1,0.0,1.4000626435972663e-08,0.0423431382737718
921,Gaussian,250,1,-2.0,2,0.0,1.1150124379355475e-07,0.12094398820584631
922,Gaussian,250,1,-2.0,5,0.0,3.274166829214664e-06,0.6341733311274965
923,Gaussian,250,1,-2.0,10,0.0,2.9963997803861275e-05,2.023134775971889
924,Gaussian,250,1,-1.0,1,0.0,7.203118457255187e-08,0.03639276212200362
925,Gaussian,250,1,-1.0,2,0.0,6.851579428257537e-07,0.10645296349282936
926,Gaussian,250,1,-1.0,5,0.0,1.943005554494448e-05,0.5716917786722202
927,Gaussian,250,1,-1.0,10,0.0,0.0001693792437436059,1.8047154412026318
928,Gaussian,250,1,-0.5,1,0.0,1.8558334602403193e-07,0.03453343270974536
929,Gaussian,250,1,-0.5,2,0.0,1.841292942117434e-06,0.1147523147844551
930,Gaussian,250,1,-0.5,5,0.0,2.3247572244144976e-05,0.39904704871320085
931,Gaussian,250,1,-0.5,10,0.0,0.0005947870668023825,1.9637468738397474
932,Gaussian,250,1,0.0,1,0.0,2.476617282809457e-06,0.08113771517913422
933,Gaussian,250,1,0.0,2,0.0,3.5340021895535756e-06,0.09686807138522915
934,Gaussian,250,1,0.0,5,0.0,7.092051964718848e-05,0.4316600950519022
935,Gaussian,250,1,0.0,10,0.0,0.0015729953302070498,2.066434517506621
936,Gaussian,250,1,0.5,1,0.0,6.455650873249397e-05,0.27979382406658926
937,Gaussian,250,1,0.5,2,0.0,0.00011186506890226156,0.3622758961879761
938,Gaussian,250,1,0.5,5,0.0,0.00046135674347169697,0.7499525929409024
939,Gaussian,250,1,0.5,10,0.0,0.004491123370826244,2.3760542286550965
940,Hard Bimodal,250,2,-2.0,1,0.0,2.3402333890198967e-11,0.0016927150931695231
941,Hard Bimodal,250,2,-2.0,2,0.0,2.5875215214909986e-07,0.1745613151480034
942,Hard Bimodal,250,2,-2.0,5,0.0,2.4007013053051196e-06,0.5661009656386773
943,Hard Bimodal,250,2,-2.0,10,0.0,0.0010158895747736096,11.734565499660407
944,Hard Bimodal,250,2,-1.0,1,0.0,2.440344593068744e-10,0.0019512235943432465
945,Hard Bimodal,250,2,-1.0,2,0.0,7.672371111766552e-07,0.11509356947990096
946,Hard Bimodal,250,2,-1.0,5,0.0,7.577670658065472e-06,0.36731472246303526
947,Hard Bimodal,250,2,-1.0,10,0.0,0.007654231041669846,12.040087181612114
948,Hard Bimodal,250,2,-0.5,1,0.0,1.6245471634590558e-09,0.003239656778978726
949,Hard Bimodal,250,2,-0.5,2,0.0,1.6966423288522492e-07,0.034484653978640964
950,Hard Bimodal,250,2,-0.5,5,0.0,2.150048385374248e-05,0.3881003044552335
951,Hard Bimodal,250,2,-0.5,10,0.0,0.020520564168691635,11.778248047786875
952,Hard Bimodal,250,2,0.0,1,0.0,1.233013069423805e-08,0.0058608239587703455
953,Hard Bimodal,250,2,0.0,2,0.0,2.582517879545776e-07,0.026181649937640494
954,Hard Bimodal,250,2,0.0,5,0.0,4.7866204113233835e-05,0.36110455581428974
955,Hard Bimodal,250,2,0.0,10,0.0,0.06217169016599655,12.656914888978116
956,Hard Bimodal,250,2,0.5,1,0.0,3.697049066886393e-07,0.021281124907863255
957,Hard Bimodal,250,2,0.5,2,0.0,2.017832412093412e-05,0.15855936278944974
